   25 45.6  33.1 60.9
   35 51.2  37.7 67.4
   45 58.0  44.3 72.1
   55 47.7  36.1 62.3
   65 46.0  32.2 59.7
   75 41.1  30.1 52.4
   85 38.7  27.5 51.5
   95 43.8  32.9 55.3
  105 54.9  40.3 69.8
  115 54.1  41.0 71.0
  125 39.8  27.9 52.4
  135 31.9  21.3 44.0
  145 40.4  27.9 52.7
  155 44.6  33.4 57.6
  165 48.0  34.8 62.9
  175 49.3  37.3 62.7
  185 53.6  41.0 70.4
  195 59.0  43.2 77.6
  205 57.9  44.3 77.0
  215 50.6  36.6 63.2
  225 45.6  34.0 59.0
  235 38.2  27.8 48.1
  245 32.6  22.4 42.5
  255 26.2  16.2 35.7
  265 22.5  15.1 30.2
  275 39.4  28.7 50.4
  285 48.2  35.8 60.7
  295 53.0  41.5 67.8
  305 60.2  45.9 74.6
  315 52.1  38.9 65.8
  325 47.1  35.9 60.3
  335 43.3  30.2 55.9
  345 43.6  31.8 55.2
  355 49.2  37.0 61.1
  365 55.8  42.9 69.2
  375 57.4  43.5 72.7
  385 49.1  37.9 61.7
  395 48.3  36.7 63.7
  405 45.6  33.2 57.8
  415 41.5  29.9 55.7
  425 34.5  23.5 46.0
  435 31.4  21.5 42.6
  445 38.3  27.6 51.3
  455 43.9  33.7 54.4
  465 44.8  32.6 57.6
  475 51.0  38.3 63.6
  485 64.6  51.9 79.0
  495 67.6  52.9 81.9
  505 65.4  50.1 82.1
  515 67.9  52.9 82.0
  525 67.3  54.5 85.2
  535 48.8  37.2 62.9
  545 42.4  32.2 52.5
  555 47.4  38.4 59.7
  565 44.8  34.7 56.4
  575 45.6  36.9 55.1
  585 48.2  38.1 59.8
  595 47.2  37.1 58.3
  605 41.9  33.4 51.2
  615 43.8  33.9 55.4
  625 48.6  38.8 60.8
  635 47.8  37.2 59.6
  645 34.7  25.3 44.0
  655 24.3  15.9 34.1
  665 20.2  11.1 30.4
  675 20.4  10.6 31.0
  685 19.5  10.1 29.5
  695 22.1  13.3 31.4
  705 27.9  19.7 37.6
  715 27.4  18.9 38.2
  725 29.4  18.6 38.9
  735 37.1  28.9 45.7
  745 51.4  38.8 64.7
  755 51.9  42.8 62.2
  765 37.5  28.1 46.9
  775 22.4  15.5 30.5
  785 26.1  17.7 33.8
  795 38.2  29.0 47.2
  805 34.3  25.0 43.4
  815 35.5  27.2 44.3
  825 39.1  30.4 48.4
  835 43.8  34.9 54.0
  845 50.0  38.8 61.5
  855 50.8  41.4 60.7
  865 49.1  38.8 59.9
  875 45.9  33.2 56.6
  885 34.0  22.7 44.3
  895 24.3  16.9 33.0
  905 28.1  19.2 37.1
  915 43.9  33.6 54.5
  925 57.5  44.5 72.7
  935 51.4  39.9 63.7
  945 48.3  37.9 59.9
  955 51.7  41.6 61.4
  965 47.3  37.9 57.4
  975 40.0  32.0 49.5
  985 33.8  26.4 42.4
  995 30.2  22.6 39.0
 1005 37.1  29.1 44.8
 1015 30.6  23.0 38.4
 1025 17.4  10.0 24.8
 1035 17.1   8.9 25.6
 1045 14.9   7.6 23.3
 1055 15.3   7.8 23.9
 1065 24.0  16.5 32.1
 1075 33.5  25.5 42.7
 1085 46.3  38.2 55.2
 1095 47.8  39.7 56.8
 1105 48.6  40.3 57.8
 1115 48.7  39.7 59.9
 1125 47.8  39.3 57.3
 1135 51.2  41.5 61.8
 1145 45.9  37.2 55.1
 1155 34.0  26.4 42.2
 1165 34.6  27.5 42.0
 1175 38.7  30.6 47.0
 1185 38.3  30.0 47.5
 1195 44.2  35.7 54.1
 1205 43.9  35.6 52.0
 1215 33.0  24.7 41.7
 1225 29.3  21.1 38.8
 1235 36.2  28.8 44.1
 1245 42.0  33.8 51.2
 1255 41.5  34.3 49.0
 1265 31.3  24.1 37.8
 1275 21.5  14.1 28.5
 1285 14.3   6.8 22.9
 1295 11.9   4.5 19.4
 1305 12.2   4.6 20.1
 1315 11.8   4.9 19.3
 1325 10.7   3.7 18.0
 1335 18.7  11.5 26.7
 1345 32.6  25.2 40.3
 1355 47.2  38.8 56.1
 1365 54.7  44.3 65.3
 1375 46.6  37.0 57.0
 1385 27.6  20.0 36.0
 1395 17.7  10.8 25.3
 1405 13.7   6.5 21.4
 1415 11.3   4.1 18.8
 1425  9.5   2.8 17.4
 1435  5.6  -1.4 13.2
 1445  0.1  -7.0  7.5
 1455 -3.0 -10.   5.1
 1465 -0.1  -7.0  7.4
 1475  2.6  -4.2 10.3
 1485  3.4  -3.7 10.3
 1495  3.7  -2.2 10.0
 1505  3.6  -2.1  9.7
 1515  2.9  -3.3  9.6
 1525  4.4  -2.0 10.8
 1535 10.1   4.1 16.3
 1545 17.7  11.2 24.7
 1555 22.8  16.1 29.7
 1565 25.1  18.9 31.9
 1575 31.5  24.5 38.0
 1585 36.9  29.9 43.7
 1595 48.4  40.1 56.3
 1605 48.9  40.2 59.0
 1615 36.3  28.5 44.9
 1625 29.0  22.2 36.8
 1635 21.0  15.1 27.5
 1645 13.4   7.2 20.0
 1655 11.4   4.8 18.6
 1665  8.4   2.0 15.4
 1675  4.2  -2.1 10.9
 1685  2.2  -4.1  8.7
 1695  3.3  -2.7  9.6
 1705  7.0   0.9 13.7
 1715 13.2   6.8 20.1
 1725 30.6  23.6 38.5
 1735 44.3  36.6 52.8
 1745 43.2  35.5 51.9
 1755 42.6  34.8 50.0
 1765 48.6  41.2 56.7
 1775 52.6  45.5 60.1
 1785 66.2  56.9 76.1
 1795 41.5  34.0 49.4
 1805 24.8  17.2 32.9
 1815 23.3  16.8 30.7
 1825 34.4  27.8 41.8
 1835 45.0  39.9 51.2
 1845 43.0  38.1 48.9
 1855 46.6  40.9 52.4
 1865 46.3  41.1 51.7
 1875 42.9  36.6 49.4
 1885 33.5  28.6 38.7
 1895 25.6  20.9 30.4
 1905 29.9  23.8 36.1
 1915 32.5  24.9 40.6
 1925 38.6  27.2 51.4
 1935 37.2  24.7 52.5
 1945 36.3  21.8 55.3
