-1145 68.3  50.0 87.2
-1135 66.8  47.6 90.7
-1125 44.5  30.4 61.0
-1115 45.0  29.9 60.8
-1105 51.6  35.4 67.4
-1095 59.2  41.5 79.8
-1085 58.1  40.8 76.4
-1075 63.7  46.1 85.0
-1065 67.1  48.7 87.8
-1055 61.6  42.8 79.4
-1045 55.0  38.5 74.3
-1035 61.1  44.8 79.2
-1025 60.5  43.7 78.8
-1015 54.0  37.6 72.6
-1005 46.8  32.6 65.0
 -995 49.7  34.7 67.2
 -985 52.4  37.0 69.3
 -975 47.5  30.9 66.7
 -965 47.5  33.5 64.6
 -955 62.1  46.6 79.4
 -945 58.5  41.3 77.6
 -935 51.2  34.9 71.6
 -925 46.7  31.4 65.1
 -915 42.0  26.0 58.8
 -905 36.4  22.6 52.1
 -895 34.2  21.0 49.0
 -885 38.4  23.2 55.3
 -875 45.8  30.6 63.6
 -865 51.0  32.1 68.9
 -855 53.0  37.7 70.7
 -845 47.4  31.7 67.2
 -835 39.1  23.9 55.1
 -825 38.1  23.8 54.4
 -815 32.4  18.5 48.7
 -805 21.2   9.0 34.0
 -795 13.2   1.6 25.1
 -785 12.9   1.2 24.9
 -775 14.1   2.5 27.0
 -765 11.1   0.7 21.9
 -755 10.2  -1.7 22.6
 -745 11.5   0.3 24.1
 -735 14.3   3.2 25.8
 -725 15.5   3.6 27.6
 -715 18.8   7.1 31.3
 -705 24.3  12.9 37.2
 -695 39.4  27.0 53.8
 -685 67.4  51.0 85.8
 -675 58.7  41.8 77.7
 -665 31.8  20.3 43.8
 -655 40.0  30.1 50.2
 -645 58.5  46.2 73.8
 -635 59.6  44.6 75.3
 -625 58.1  44.0 74.3
 -615 60.6  46.7 75.2
 -605 65.4  48.3 84.9
 -595 55.4  42.9 70.0
 -585 56.4  42.9 72.7
 -575 63.7  48.2 81.1
 -565 61.6  47.7 78.3
 -555 57.7  42.5 75.8
 -545 46.7  33.9 58.9
 -535 44.2  31.7 57.0
 -525 48.8  35.7 63.2
 -515 42.6  31.3 56.8
 -505 45.3  32.6 59.2
 -495 49.2  36.0 65.4
 -485 47.4  31.4 64.3
 -475 50.7  38.0 65.1
 -465 62.0  47.4 79.2
 -455 63.3  47.1 83.2
 -445 61.6  45.0 78.4
 -435 69.7  52.9 89.2
 -425 64.9  48.6 84.3
 -415 51.4  36.3 69.3
 -405 27.2  16.5 38.6
 -395 13.7   4.0 24.9
 -385  8.7  -0.3 18.6
 -375 11.3   2.2 20.4
 -365 11.8   2.2 22.7
 -355  5.4  -3.5 15.1
 -345  5.1  -4.0 15.3
 -335 10.9   2.7 20.3
 -325 20.8  10.7 32.1
 -315 31.7  21.2 44.9
 -305 36.3  25.4 50.5
 -295 45.9  33.4 60.7
 -285 55.6  40.2 72.0
 -275 59.8  44.7 74.4
 -265 60.3  45.3 78.5
 -255 54.6  38.3 73.4
 -245 62.2  47.9 78.3
 -235 54.8  40.2 73.0
 -225 52.2  41.1 66.4
 -215 58.4  42.7 74.4
 -205 38.6  27.7 50.7
 -195 34.8  24.6 45.5
 -185 39.4  27.2 52.1
 -175 36.8  24.9 50.7
 -165 32.8  22.4 43.5
 -155 33.8  22.4 44.8
 -145 40.8  29.5 52.3
 -135 49.6  37.2 62.4
 -125 54.1  42.4 69.1
 -115 47.5  35.2 59.9
 -105 47.0  36.1 60.2
  -95 47.3  36.0 59.1
  -85 45.9  34.0 60.6
  -75 58.5  45.1 72.9
  -65 58.9  46.2 72.7
  -55 49.9  36.5 62.2
  -45 38.8  27.9 48.8
  -35 37.1  27.5 46.4
  -25 48.5  37.3 60.6
  -15 49.7  39.2 61.2
   -5 56.8  43.7 68.0
    5 43.8  34.3 56.1
   15 50.2  39.7 62.1
